FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Arthur,Masuaku,DEF,WHU,4400000,4,9,0.428571428571429,9.74025974025974E-08,2.04545454545455E-06,0,7446,0,2,0,0,0,0,0,2,369,-1,0,9,1,0.5,0,2,0,0,0,0,2,0.2,5101,0,0,0,0,108,953,0,0,42,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.4
Juan,Mata,MID,MUN,7000000,10,26,3.7,5.28571428571429E-07,3.71428571428571E-06,0,93200,0,0,0,0,0,1,0,3.7,3697,0,0,26,0,0.6,0,4.3,2,0,6,0,0,2.8,80261,0,0,0,0,446,10292,0,0,114,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,2.1,3.3,2.7,4.1,4.6,4.6,3.9,2.4,2.7,5.2,2.9,3.3,3.6,3.4,4,4.3,3.6,3.9,3.9,3.3,3.5,4.2,4.4,2.8,4.3,2.4,4.2,3.7,5.6,2.6,2.7,37.6
Nemanja,Matic,MID,MUN,5000000,3,23,3.3,6.6E-07,4.6E-06,0,443728,0,2,0,0,0,0,0,4.6,26458,0,0,23,0,0.7,0,3.5,0,0,6,0,1,15.4,340373,0,0,0,0,630,14118,0,0,123,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,1.7,2.7,2.3,3.4,4,3.9,3.3,2,2.3,4.5,2.4,2.8,3.1,2.9,3.4,3.7,3,3.3,3.3,2.7,3,3.6,3.7,2.3,3.7,2,3.6,3.1,4.9,2.1,2.2,22
Joel,Matip,DEF,LIV,5500000,3,18,2.6,4.72727272727273E-07,3.27272727272727E-06,0,82931,1,12,0,0,0,0,0,3.3,4669,0,0,18,0,0.2,0,1.3,1,0,2,0,0,2.4,38005,0,0,0,0,630,572,0,0,136,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,2.2,2.3,3,1.3,2.7,2.3,1.4,1.7,2.8,3.4,1.3,1.3,2.1,2.5,1.8,1.9,2,1.8,2.2,2.4,3.8,3,1.3,2.6,2.8,1.3,3.1,1.7,3.2,1.9,3.8,21.9
Alfie,Mawson,DEF,SWA,5000000,2,23,3.3,6.6E-07,4.6E-06,0,22222,0,8,0,0,0,0,0,4.6,1365,0,0,23,0,0.6,0,2.8,0,0,3,0,0,1,13179,0,0,0,0,630,216,0,0,129,Huddersfield,Leicester,Arsenal,Brighton,Burnley,2.8,2.2,2.3,3.9,4.1,3,4.2,3.5,3.4,1.6,3.1,3.6,3,4.9,1.9,3.5,3.2,3.9,2.8,2.3,4,3.9,4.1,2.4,2.6,4,2.6,3,2,3.4,3,15.5
Chancel,Mbemba,DEF,NEW,4000000,0,15,3,7.5E-07,3.75E-06,0,190726,0,5,0,0,0,0,0,3.8,17401,0,0,15,0,0.3,0,1,3,0,1,0,0,13,667692,0,0,0,1,408,37181,0,0,81,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,3.5,4.2,2.8,3.6,1.5,2.9,2.7,2.9,2.9,3.2,1.5,1.9,2.1,4.3,2.2,2.4,1.8,3,3.7,2.5,2.2,1.8,3,3.4,3.4,1.7,4.4,1.9,3.9,3.8,2.6,14.6
James,McArthur,MID,CRY,4400000,1,7,0.333333333333333,7.57575757575757E-08,1.59090909090909E-06,0,111749,1,5,0,0,0,0,0,1.6,5037,-1,0,7,1,0.2,0,1,0,0,0,0,0,2.8,33061,0,0,0,0,277,10813,0,0,19,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.6
Gareth,McAuley,DEF,WBA,4900000,0,0,0,0,0,0,62259,0,0,0,0,0,0,0,0,1693,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,2418,0,0,0,0,0,86,0,0,0,Leicester,Southampton,Man City,Huddersfield,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,McBurnie,FWD,SWA,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,75915,0,1,0,0,0,0,0,0.7,1976,0,0,3,0,0,0,0,0,0,0,0,0,1.1,17463,0,0,0,0,24,282,0,0,9,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Alex,McCarthy,GLK,SOU,4500000,0,0,0,0,0,0,1615,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0.1,426,0,0,0,0,0,28,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4900000,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,10,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McClean,MID,WBA,4900000,0,7,0.333333333333333,6.80272108843537E-08,1.42857142857143E-06,0,5443,2,2,0,0,0,0,0,1.4,236,-1,1,7,1,0,0,0,0,0,2,0,0,0.1,3631,0,0,0,0,214,49,-1,0,20,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.3
Sam,McQueen,DEF,SOU,4400000,0,2,0.0952380952380952,2.16450216450216E-08,4.54545454545455E-07,0,2699,0,0,0,0,0,0,0,0.5,101,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,783,0,0,0,0,20,26,0,0,5,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Scott,McTominay,MID,MUN,4400000,0,0,0,0,0,0,2564,0,0,0,0,0,0,0,0,121,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1637,0,0,0,0,0,82,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Mee,DEF,BUR,4500000,7,25,3.6,8E-07,5.55555555555556E-06,0,194786,1,5,0,0,0,0,0,5.6,8729,0,0,25,0,1.2,0,5.3,1,0,3,0,0,7.1,73611,0,0,0,0,630,7042,0,0,125,West Ham,Man City,Newcastle,Southampton,Swansea,5,3.1,3.8,5.1,2.6,5,3.6,2.9,3.2,4.1,4.1,2.8,2.7,4.3,4.2,5,2.8,3.6,2.3,4.6,3.3,3.5,3.2,2.8,4.2,5.4,3.1,3.6,5,2.3,4,38.1
Benjamin,Mendy,DEF,MCI,6400000,0,17,0.809523809523809,1.26488095238095E-07,2.65625E-06,0,93094,2,1,0,0,0,0,0,2.6,9552,-1,1,17,1,0.6,0,4,1,0,2,0,1,0.7,86951,0,0,0,0,298,82,-1,0,84,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3145,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1173,0,0,0,0,0,14,0,0,0,West Brom,Swansea,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,2,13,1.9,3.8E-07,2.6E-06,0,3125,2,4,0,0,0,0,0,2.6,188,0,0,13,0,0.4,0,2,0,0,2,0,0,0.1,4809,0,0,0,0,537,229,0,0,104,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,1.4,1.9,1.2,2.1,1,1,1,1.4,1.8,2.3,1,1,1,1.8,1,1.6,1,1.3,1.5,1,1.2,1,1.2,1.3,1.4,1.1,2.6,1.4,1.6,1.3,1.2,25.8
Per,Mertesacker,DEF,ARS,4900000,0,0,0,0,0,0,16862,0,0,0,0,0,0,0,0,836,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,4633,0,0,0,0,0,292,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roque,Mesa,MID,SWA,4400000,1,4,0.19047619047619,4.32900432900433E-08,9.09090909090909E-07,0,21108,0,3,0,0,0,0,0,0.9,1548,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,0.6,19892,0,0,0,0,132,2602,0,0,23,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Simon,Mignolet,GLK,LIV,4900000,3,19,3.2,6.53061224489796E-07,3.87755102040816E-06,0,36049,2,12,0,19,0,0,0,3.9,1874,-1,0,19,1,0.7,0,3.3,0,0,1,0,0,1.4,14892,0,0,1,0,540,654,0,0,111,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,3.1,3.2,4,1.7,3.6,3.1,2,2.4,3.8,4.5,1.9,1.6,3,3.4,2.6,2.6,2.8,2.6,3.1,3.3,4.8,4,1.6,3.5,3.4,1.6,4.2,2.4,4.2,2.7,4.8,14
Luka,Milivojevic,MID,CRY,4700000,2,9,1.5,3.19148936170213E-07,1.91489361702128E-06,0,49008,0,14,0,0,0,0,0,1.9,993,-3,0,9,3,0.3,0,1.3,0,0,0,0,0,0.4,3954,0,0,0,0,379,242,0,0,63,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.8,0.8,1.6,1.1,1.5,1,0.8,0.8,1.3,0.8,0.8,1.6,1.8,0.8,1.1,0.8,0.8,0.8,1.1,1.1,0.8,0.8,1.1,0.8,1,1,1.1,1.1,1.1,0.8,1,11.7
James,Milner,DEF,LIV,6200000,0,11,0.523809523809524,8.44854070660522E-08,1.7741935483871E-06,0,203614,0,4,0,0,0,0,0,1.7,7670,-3,1,11,3,0.1,0,0.8,0,0,1,0,0,3.1,17288,0,0,0,0,242,219,-1,0,67,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,22.8
Tyrone,Mings,DEF,BOU,4400000,0,0,0,0,0,0,11710,1,4,0,0,0,0,0,0,521,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1984,0,0,0,0,135,16,0,0,17,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6200000,0,2,0.0952380952380952,1.53609831029186E-08,3.2258064516129E-07,0,92349,0,3,0,0,0,0,0,0.3,2233,-3,0,2,3,0,0,0.3,0,0,0,0,0,1.2,5644,0,0,0,0,21,264,0,0,9,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Aleksandar,Mitrovic,FWD,NEW,4800000,0,5,0.238095238095238,4.96031746031746E-08,1.04166666666667E-06,0,103805,0,0,0,0,0,1,0,1,2175,-2,0,5,2,0,0,0,0,0,0,0,0,1,22150,0,0,0,0,18,2939,0,0,25,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.6
Henrikh,Mkhitaryan,MID,MUN,8500000,3,43,6.1,7.17647058823529E-07,5.05882352941176E-06,0,350466,1,2,0,0,0,1,0,5.1,89627,5,0,43,-5,0.5,0,4.3,4,0,6,0,5,32.5,1490248,0,0,0,1,553,19629,0,0,170,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,4.9,6.9,6,8.1,9,8.9,7.9,5.4,6,9.1,6.2,7,7.5,7.2,7,8.5,7.4,7.9,7.9,6.9,7.3,7.6,8.6,6.1,7.6,5.5,8.4,6.9,9.1,5.7,6,60.7
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,69,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5500000,15,41,5.9,1.07272727272727E-06,7.45454545454545E-06,0,138000,0,8,0,0,0,1,0,7.6,7141,0,-1,41,0,1.7,0,9.5,8,0,4,0,0,6.3,190909,0,0,0,1,630,62696,1,0,197,Watford,Everton,Swansea,Man City,Tottenham,5.9,3,7.7,3,8,4.4,8.9,7.9,5.3,3,8.9,8.9,4.2,3.7,8,3.3,8.9,4.8,8.9,5.5,7.1,3.4,8.3,3,8.9,8.5,3.3,8.9,3,8.7,4.2,31.4
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,2618,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,1,0,0,0,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,HUD,5700000,2,28,4,7.01754385964912E-07,4.91228070175439E-06,0,318215,0,6,0,0,0,1,0,4.9,26332,2,0,28,-2,0.4,0,2.3,2,0,4,0,1,9.9,659580,0,0,0,1,600,3751,0,0,146,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6,3.1,2.8,4.4,4.5,2.8,3.1,4.8,4.8,3.7,4.7,4.9,4.5,3.8,4.1,6,3.5,4.6,2.5,5.5,3.6,4.7,4.5,5.1,4,3.3,2.8,4.9,5.7,3.1,6,50
Alvaro,Morata,FWD,CHE,10300000,1,49,7,6.79611650485437E-07,4.75728155339806E-06,0,633149,1,1,0,0,0,6,0,4.7,275167,3,1,49,-3,0.6,0,6.3,8,0,4,0,2,22.6,1309668,0,0,0,2,488,52723,-1,0,161,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,9.4,7.2,9.4,9,6.1,8.5,8.3,9.4,6.4,9.5,9.7,9.2,6.8,9,9.2,9.2,10.5,8.8,8.2,9,8.2,10.1,5.3,10.4,10.5,7.3,10.5,10,9.2,69.1
Alberto,Moreno,DEF,LIV,4500000,2,14,2.8,6.22222222222222E-07,3.11111111111111E-06,0,70757,0,11,0,0,0,0,0,3.1,4178,0,0,14,0,0.3,0,1.5,1,0,1,0,1,2.1,75026,0,0,0,0,450,2540,0,0,113,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,2.5,2.6,3.3,1.4,3,2.6,1.6,1.9,3.1,3.8,1.5,1.4,2.4,2.8,2.1,2.1,2.3,2.1,2.5,2.7,4.2,3.3,1.4,2.9,3,1.4,3.5,2,3.5,2.2,4.2,28.7
Wes,Morgan,DEF,LEI,4500000,6,15,2.1,4.66666666666667E-07,3.33333333333333E-06,0,72000,2,12,0,0,0,0,0,3.3,2745,0,0,15,0,0.6,0,2.5,0,0,2,0,0,2.8,40013,0,0,0,0,630,3713,0,0,104,West Brom,Swansea,Everton,Stoke,Man City,2.4,1.7,1.9,1.2,1.2,1,1.4,1.7,1.2,2,3,1.4,2.3,1,2,1.6,1.7,1,1.4,1,2.2,2.1,1.5,2.7,1.5,2,1.6,1.8,2.6,2.7,2,19.1
James,Morrison,MID,WBA,5500000,0,13,0.619047619047619,1.12554112554113E-07,2.36363636363636E-06,0,1480,0,1,0,0,0,1,0,2.4,180,0,0,13,0,0.5,0,2.5,0,0,2,0,0,0,2430,0,0,0,0,205,51,0,0,35,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
Victor,Moses,DEF,CHE,6500000,0,21,1,1.53846153846154E-07,3.23076923076923E-06,0,22211,1,2,0,0,0,0,0,3.2,3101,0,0,21,0,0.5,0,3.5,0,0,3,0,0,1,24980,0,0,0,0,431,787,0,0,76,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,1.3,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,1,0.5,0.5,0.5,1,0.6,0.5,0.7,0.9,0.5,0.7,0.5,0.5,20.4
Steve,Mounie,FWD,HUD,5900000,0,17,4.3,7.28813559322034E-07,2.88135593220339E-06,0,276524,2,2,0,0,0,2,0,2.9,6395,-1,0,17,1,0.1,0,0.5,3,0,3,0,0,1.3,266956,0,0,0,0,355,142,0,0,53,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,5.3,4.1,4.1,5.1,4.9,3.6,2.7,5.1,6.1,3.3,5.8,5.1,6.1,4.1,4.4,6.2,5.1,6,3.4,6,4.2,5.1,3.5,5.7,4.1,4.5,3.7,4.6,6.1,4,6.4,25.9
Lys,Mousset,FWD,BOU,4900000,0,4,0.19047619047619,3.88726919339164E-08,8.16326530612245E-07,0,4322,0,2,0,0,0,0,0,0.8,257,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,0.1,2816,0,0,0,0,39,206,0,0,7,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.8
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4069,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,Man City,Bournemouth,Watford,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,11648,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2838,0,0,0,0,0,311,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,MID,NEW,5200000,0,3,0.142857142857143,2.74725274725275E-08,5.76923076923077E-07,0,7829,0,0,0,0,0,0,0,0.6,174,-3,0,3,3,0.1,0,0.3,0,0,0,0,0,0.1,716,0,0,0,0,70,37,0,0,8,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
Jamie,Murphy,MID,BHA,4900000,0,6,0.285714285714286,5.83090379008746E-08,1.22448979591837E-06,0,2464,0,4,0,0,0,0,0,1.2,103,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,0.1,776,0,0,0,0,166,36,0,0,25,Everton,West Ham,Southampton,Swansea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Glenn,Murray,FWD,BHA,5700000,1,5,1,1.75438596491228E-07,8.7719298245614E-07,0,22545,1,4,0,0,0,0,0,0.9,324,-3,0,5,3,0.1,0,0.5,0,0,0,0,0,0.2,1266,0,0,0,0,129,107,0,0,3,Everton,West Ham,Southampton,Swansea,Stoke,0.9,0.5,0.5,0.5,0.9,0.5,1,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.9,0.5,0.5,1,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,3.1
Ahmed,Musa,MID,LEI,6300000,0,0,0,0,0,0,20382,0,0,0,0,0,0,0,0,589,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,2227,0,0,0,0,0,144,0,0,0,West Brom,Swansea,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,1,0.0476190476190476,9.92063492063492E-09,2.08333333333333E-07,0,2766,0,0,0,0,0,0,0,0.2,95,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,856,0,0,0,0,1,67,0,0,3,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shkodran,Mustafi,DEF,ARS,5400000,6,26,5.2,9.62962962962963E-07,4.81481481481482E-06,0,50618,0,1,0,0,0,0,0,4.8,2728,-1,0,26,1,1.1,0,6,0,0,4,0,0,1.9,41720,0,0,0,0,450,3120,0,0,128,Watford,Everton,Swansea,Man City,Tottenham,5.2,2.6,6.5,2.6,6.7,3.6,7.8,6.7,4.7,2.6,7.8,7.8,3.7,3.2,6.8,2.6,7.8,3.9,7.7,4.6,6,3,7.3,2.6,7.8,7.5,2.7,7.8,2.6,7.4,3.6,24.6
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,0,0,0,0,0,42653,0,0,0,0,0,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,3.7,26987,0,0,0,0,0,1895,0,0,0,Leicester,Southampton,Man City,Huddersfield,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano,Narsingh,MID,SWA,4800000,0,2,0.0952380952380952,1.98412698412698E-08,4.16666666666667E-07,0,2292,0,3,0,0,0,0,0,0.4,93,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0,598,0,0,0,0,27,40,0,0,5,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kyle,Naughton,DEF,SWA,4600000,2,29,4.1,8.91304347826087E-07,6.30434782608696E-06,0,101972,1,8,0,0,0,0,0,6.3,9044,1,0,29,-1,0.5,0,2.5,4,0,3,0,1,5.8,280742,0,0,0,1,627,2729,0,0,144,Huddersfield,Leicester,Arsenal,Brighton,Burnley,3.9,3.2,3.3,5.3,5.5,4.1,5.7,4.8,4.6,2.2,4.3,4.5,4.2,6.1,2.8,4.7,4.4,5.3,3.9,3.3,5.3,5.3,5.6,3.4,3.7,5.4,3.6,4.1,2.8,4.7,4.2,22.7
Wilfred,Ndidi,MID,LEI,4900000,3,14,2,4.08163265306122E-07,2.85714285714286E-06,0,16289,2,12,0,0,0,0,0,2.9,828,-1,1,14,1,0.4,0,1.8,0,0,2,0,0,0.4,10319,0,0,0,0,630,935,-1,0,73,West Brom,Swansea,Everton,Stoke,Man City,1.7,2.1,2.4,1,1,1,1,1.4,1.1,1.5,2.1,1.1,1.4,1,1.5,1.5,1,1.5,1.8,1,1.8,2.3,1,2.8,1,1.9,1.3,1.3,1.6,2.6,1.4,17.7
Reiss,Nelson,MID,ARS,4900000,0,0,0,0,0,0,1956,0,0,0,0,0,0,0,0,79,-1,0,0,1,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,49,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5000000,2,13,0.619047619047619,1.23809523809524E-07,2.6E-06,0,20359,1,1,0,0,0,2,0,2.6,8886,0,0,13,0,1.3,0,6.5,3,0,0,0,0,2.6,144214,0,0,0,0,116,25387,0,0,42,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,18.5
