FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,14319,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14840,0,0,0,0,0,32,0,0,0,Leicester,Southampton,Man City,Huddersfield,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,STK,4400000,2,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,20938,1,5,0,0,0,0,0,0.7,755,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0.4,25454,0,0,0,0,270,640,0,0,28,Man City,Bournemouth,Watford,Leicester,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.7
Harry,Winks,MID,TOT,4800000,3,7,0.333333333333333,6.94444444444444E-08,1.45833333333333E-06,0,3443,0,2,0,0,0,0,0,1.5,188,-2,0,7,2,0.3,0,1.3,0,0,1,0,0,0.1,1446,0,0,0,0,122,552,0,0,30,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Chris,Wood,FWD,BUR,6600000,2,21,4.2,6.36363636363636E-07,3.18181818181818E-06,0,75183,0,1,0,0,0,2,0,3.2,7902,1,0,21,-1,0.6,0,3.8,4,0,3,0,0,2.7,191889,0,0,0,0,389,6750,0,0,58,West Ham,Man City,Newcastle,Southampton,Swansea,5.7,4.1,4.5,5.3,3.1,5.9,5,4.5,3.3,5.7,4.7,2.6,3.6,4.4,5.5,5.9,3.7,4.2,3.2,5.4,3.2,5.7,3.7,2.8,4.4,5.9,4.8,5.2,5.6,2.8,5.5,24.4
Ben,Woodburn,MID,LIV,4400000,0,0,0,0,0,0,10797,0,0,0,0,0,0,0,0,674,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,14974,0,0,0,0,0,746,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,2310,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8272,0,0,0,0,0,662,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5500000,3,25,3.6,6.54545454545455E-07,4.54545454545455E-06,0,485752,1,8,0,0,0,0,0,4.5,25038,0,1,25,0,0.5,0,3,2,0,4,0,2,12.2,647609,0,0,0,1,610,10695,-1,0,112,Watford,Everton,Swansea,Man City,Tottenham,1.9,2,4.8,1.8,3.3,1.8,4.4,3.6,2.1,1.8,5.1,4.8,2.2,1.8,4.1,1.8,5.3,3,5.4,1.9,3.3,1.8,3.3,1.8,4.8,4,1.8,5.4,1.8,4.2,1.8,43
Claudio,Yacob,MID,WBA,4500000,0,3,0.142857142857143,3.17460317460317E-08,6.66666666666667E-07,0,10633,1,1,0,0,0,0,0,0.7,360,0,0,3,0,0,0,0,0,0,1,0,0,0.2,2494,0,0,0,0,110,151,0,0,6,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
,Yaya Toure,MID,MCI,6200000,0,0,0,0,0,0,66028,0,0,0,0,0,0,0,0,1529,-3,0,0,3,0,0,0,0,0,0,0,0,0.9,7173,0,0,0,0,0,326,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Yedlin,DEF,NEW,4400000,2,6,0.285714285714286,6.49350649350649E-08,1.36363636363636E-06,0,9076,0,3,0,0,0,0,0,1.4,295,-1,0,6,1,0.3,0,1.5,0,0,0,0,0,0.3,3927,0,0,0,0,270,624,0,0,28,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Maya,Yoshida,DEF,SOU,5000000,8,35,5.8,1.16E-06,7E-06,0,85987,0,5,0,0,0,1,0,7,4890,0,0,35,0,0.9,0,4.5,4,0,3,0,1,3,141541,0,0,0,0,540,20381,0,0,141,Newcastle,West Brom,Brighton,Burnley,Liverpool,6.8,7.3,7.7,5.9,6.8,6.4,6.7,7.5,8.6,5.7,8.7,6.6,8.7,6.1,6.6,8.7,5.1,7.9,8,7.4,8.6,7.2,7.6,8.7,7,5.5,5.2,6.4,7.1,6.9,4.3,24.6
Ashley,Young,MID,MUN,4900000,6,11,0.523809523809524,1.0689990281827E-07,2.24489795918367E-06,0,2483,1,0,0,0,0,0,0,2.2,916,-1,0,11,1,0.6,0,2.8,0,0,3,0,1,0.2,9148,0,0,0,0,270,3347,0,0,46,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,14
Pablo,Zabaleta,DEF,WHU,4900000,9,21,3,6.12244897959184E-07,4.28571428571429E-06,0,82967,4,13,0,0,0,0,0,4.3,1978,-1,0,21,1,1.1,0,5.3,4,0,3,0,0,2.3,22201,0,0,0,0,630,3385,0,0,124,Burnley,Brighton,Crystal Palace,Liverpool,Watford,1.9,4.5,2.8,4.1,2.9,3.3,1.5,1.5,3,4.5,1.5,3.8,1.5,2.5,4.3,1.9,3.9,4.5,1.8,3.3,1.5,2.1,3.4,2.9,3.4,2,4,1.5,2.5,1.5,3.6,22.7
Wilfried,Zaha,MID,CRY,6700000,0,2,0.0952380952380952,1.42146410803127E-08,2.98507462686567E-07,0,952267,0,3,0,0,0,0,0,0.3,4186,-3,0,2,3,0,0,0,0,0,0,0,0,2.4,8897,0,0,0,0,90,106,0,0,-1,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
,Zanka,DEF,HUD,4600000,0,32,4.6,1E-06,6.95652173913044E-06,0,172716,1,7,0,0,0,0,0,7,17659,1,0,32,-1,0.5,0,2.5,3,0,4,0,1,8.8,435577,0,0,0,1,630,2383,0,0,147,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6.1,4.4,4.2,6.5,4.8,3.8,3.2,4.3,6.9,4.5,6.9,6.7,6.1,5.1,3.9,6.9,4.9,6.3,3.7,6,5.6,6.6,4.3,6.1,4.8,5.5,5.1,5.9,5.5,4.1,6.9,20.9
Davide,Zappacosta,DEF,CHE,5900000,0,1,0.0476190476190476,8.07102502017756E-09,1.69491525423729E-07,0,8000,0,0,0,0,0,0,0,0.2,731,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.1,10332,0,0,0,0,16,157,-1,0,2,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Mauro,Zarate,FWD,WAT,5400000,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,47,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Zeegelaar,DEF,WAT,4500000,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,35,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,5000000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,STK,5500000,2,15,2.5,4.54545454545455E-07,2.72727272727273E-06,0,73417,0,7,0,0,0,0,0,2.7,3563,0,0,15,0,0.2,0,1,1,0,1,0,0,2.5,40387,0,0,0,0,540,603,0,0,104,Man City,Bournemouth,Watford,Leicester,Brighton,1.2,2.8,2.8,2.2,1.9,3,3,1.9,2.5,2,3.5,3.1,2,2.1,2.7,1.2,2.7,2.3,1.5,3.5,1.2,2.6,1.6,2.5,1.2,2,1.3,2.3,1.3,3.6,2.2,19
